,Complaint Text,Category
31,Codecademy course is stuck at the loading screen.,Course Access Issue
32,Course preview videos on Codecademy did not match the actual course.,Misleading Course Description
33,Unexpected charges applied to my account by Codecademy.,Payment Issue
34,Incorrect billing cycle applied by Codecademy.,Payment Issue
35,Certificate verification fails on Codecademy public link.,Certificate Issue
36,Coupon code was applied but no discount was provided on Codecademy.,Payment Issue
37,Codecademy projects do not work as described.,Content Quality Issue
38,Partial refund received from Codecademy without explanation.,Refund Issue
39,Unable to reach Codecademy support to fix my course access problem.,Customer Support Issue
40,Unable to access the enrolled Codecademy course after payment.,Course Access Issue
41,Repeated refund requests were ignored by Codecademy support.,Refund Issue
42,Instructors skipped essential topics in the Codecademy course.,Instructor Issue
43,Support team on Codecademy provided incorrect refund status.,Customer Support Issue
44,Auto-renewal happened without prior notice on Codecademy.,Payment Issue
45,Codecademy customer care was unavailable outside working hours.,Customer Support Issue
46,Codecademy platform is not tracking my completed lessons.,Course Access Issue
47,Refund request on Codecademy was rejected without valid reason.,Refund Issue
48,Codecademy support team provided conflicting solutions.,Customer Support Issue
49,Codecademy exercises are missing key examples and explanations.,Content Quality Issue
50,The actual course difficulty on Codecademy was higher than advertised.,Misleading Course Description
51,Codecademy delayed my refund beyond the promised timeline.,Refund Issue
52,Unable to complete payment due to repeated transaction failure on Codecademy.,Payment Issue
53,Quiz pages freeze on Codecademy web platform.,Technical Glitch
54,Provided code solutions on Codecademy have bugs.,Content Quality Issue
55,Live sessions promised in Codecademy course were not conducted.,Misleading Course Description
56,Certificate link is not accessible on Codecademy platform.,Certificate Issue
57,Codecademy misrepresented the learning outcomes of the course.,Misleading Course Description
58,Instructor did not provide promised additional resources on Codecademy.,Instructor Issue
59,Instructor on Codecademy platform was not active in discussion boards.,Instructor Issue
60,Projects on Codecademy fail to load or save changes.,Technical Glitch
61,The website login repeatedly fails on Codecademy.,Technical Glitch
62,Payment was successful but subscription was not activated on Codecademy.,Payment Issue
63,Codecademy app logs me out automatically while learning.,Technical Glitch
64,Codecademy's course content does not match the advertised difficulty level.,Content Quality Issue
65,Codecademy course content did not match the description.,Misleading Course Description
66,Refund was not processed after payment failure on Codecademy.,Payment Issue
67,Codecademy certificate shows incorrect course title.,Certificate Issue
68,Course was removed from Codecademy without any notification.,Course Access Issue
69,Instructor feedback in the Codecademy forums was not helpful.,Instructor Issue
70,Codecademy app does not sync progress across devices.,Technical Glitch
71,Certificate was not issued after completing the Codecademy course.,Certificate Issue
72,Codecademy course did not offer lifetime access as advertised.,Misleading Course Description
73,Live support sessions with the instructor were frequently canceled on Codecademy.,Instructor Issue
74,Videos and lessons on Codecademy are not loading properly.,Technical Glitch
75,Automatic refund system on Codecademy did not function properly.,Refund Issue
76,Modules are not unlocking as per the schedule on Codecademy.,Course Access Issue
77,Certificate issued on Codecademy does not match course details.,Certificate Issue
78,Course has repetitive and overly simplified content on Codecademy.,Content Quality Issue
79,Refund was processed to the wrong payment method on Codecademy.,Refund Issue
80,Codecademy instructors provided broken links in their references.,Instructor Issue
81,Codecademy platform keeps crashing during coding exercises.,Technical Glitch
82,Refund request not processed after subscription cancellation on Codecademy.,Refund Issue
83,Progress tracking is not updating correctly on Codecademy.,Technical Glitch
84,Refund status not updated in my Codecademy account.,Refund Issue
85,Payment was deducted but premium features were not unlocked on Codecademy.,Payment Issue
86,Codecademy promised real-world projects that were not provided.,Misleading Course Description
87,Unable to download Codecademy certificate successfully.,Certificate Issue
88,Incorrect name displayed on my Codecademy certificate.,Certificate Issue
89,Codecademy support team is not responding to my queries.,Customer Support Issue
